0x39E9D2,0x0C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39E9DA,0x14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39E9E2,0x1E,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,
0x39E9EF,0x16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39E9F7,0x1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39E9FF,0x1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39EA0C,0x1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39EA89,0x1E,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,
0x39EA9C,0x1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39EAA4,0x1E,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,
0x39EABA,0x14,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x277B1F,0x17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
0x39EA1C,0x14,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EA24,0x0B,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EA31,0x13,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EA39,0x0C,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EA46,0x1E,0,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,
0x39EA56,0x0C,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,
0x39EA5E,0x10,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,
0x39EA6B,0x14,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,
0x39EA73,0x0C,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,
0x39EAD6,0x0C,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EADE,0x10,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EAEB,0x16,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EAF3,0x0C,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,
0x39EB12,0x14,0,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,
0x39EB1A,0x0C,0,3,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,
0x39EBB6,0x1D,0,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
