0x3C061C,0xCC,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C061E,0xCD,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0620,0xCE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062A,0xCF,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062C,0xD0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062E,0xD1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0638,0xd2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C063A,0xd3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C063C,0xd4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0646,0xdc,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0648,0xdd,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C064A,0xde,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0654,0xdf,2,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0656,0xe0,2,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0658,0xe1,2,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0662,0xe2,2,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0664,0xe3,2,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0666,0xe4,2,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C068A,0xd5,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C068C,0xd6,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C068E,0xd7,2,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0696,0xd8,2,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C0698,0xd9,2,0,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,4,
0x3C06A0,0xda,2,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C06A2,0xdb,2,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,0,
0x2753EA,0xeb,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
0x1E9434,0xf7,2,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,
0x2779C8,0xf3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,

0x3C061C,0x0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C061E,0x0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0620,0x0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C061C,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C061E,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C0620,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C061C,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C061E,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0620,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C062A,0x0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062C,0x0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062E,0x0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C062A,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C062C,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C062E,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C062A,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C062C,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C062E,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,
0x3C0638,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
0x3C063A,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,
