0x3C05F0,0xa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C05F2,0x12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C05F4,0x19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C05F8,0x16,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C05FC,0xb,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C05FE,0xe,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0600,0xf,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0602,0x13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0x3C0606,0x10,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0608,0x14,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C066A,0xa,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C066C,0xb,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C066E,0xc,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0670,0xe,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0672,0xf,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0674,0x12,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0676,0x13,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C0678,0x19,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,
0x3C060C,0xd,3,1,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,
0x3C060E,0x11,3,1,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,
0x3C0610,0x15,3,1,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,
0x3C067C,0x16,3,1,1,1,1,1,3,1,1,0,0,0,0,1,1,7,0,0,
0x3C0614,0x15,3,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x3C0680,0x17,3,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,

0x3C05F8,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x3C05F8,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x3C0606,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0608,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C066A,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C066C,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C066E,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0670,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0672,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0674,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0676,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C0678,0x0,4,0,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,
0x3C060C,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,
0x3C060E,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,
0x3C0610,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,
0x3C060C,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x3C060E,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x3C0610,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x3C060C,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x3C060E,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x3C0610,0x0,4,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x3C067C,0x0,4,3,1,1,1,1,3,0,1,0,0,1,1,1,1,7,0,0,
0x3C067C,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0,
0x3C067C,0x0,4,3,1,1,1,1,3,0,0,1,1,1,1,1,1,0,0,0,
0x3C0614,0x0,4,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x3C0680,0x0,4,3,1,1,1,1,3,1,0,1,1,0,1,1,1,0,0,0
