0x253515,0xf8,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x253776,0xf9,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x253C70,0xfa,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x254324,0xfb,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x254718,0xfc,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x254A34,0xfd,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x254E24,0xfe,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252D07,0x20,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252D28,0x21,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252D49,0x22,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252D6A,0x23,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252D8B,0x24,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252DAC,0x25,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
0x252DCD,0x26,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,

0x253515,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x253776,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x253C70,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x254324,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x254718,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x254A34,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x254E24,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252D07,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252D28,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252D49,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252D6A,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252D8B,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252DAC,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x252DCD,0x0,5,3,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
0x253515,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x253776,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x253C70,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x254324,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x254718,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x254A34,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x254E24,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252D07,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252D28,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252D49,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252D6A,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252D8B,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252DAC,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,
0x252DCD,0x0,5,3,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0
